zip,week_of_year,year,Number of patients
91977,27,2017,8
91977,27,2018,4
91977,27,2019,4
91977,28,2016,4
91977,28,2017,8
91977,28,2018,4
91977,28,2019,3
91977,29,2016,7
91977,29,2017,6
91977,29,2018,4
91977,29,2019,2
91977,29,2020,1
91977,30,2016,13
91977,30,2017,10
91977,30,2018,4
91977,30,2019,4
91977,30,2020,1
91977,31,2016,5
91977,31,2017,13
91977,31,2018,6
91977,31,2019,5
91977,31,2020,3
91977,32,2016,4
91977,32,2017,4
91977,32,2018,3
91977,32,2019,3
91977,33,2016,5
91977,33,2017,7
91977,33,2018,3
91977,33,2019,2
91977,33,2020,3
91977,34,2016,8
91977,34,2017,5
91977,34,2018,5
91977,34,2019,12
91977,35,2016,15
91977,35,2017,10
91977,35,2018,6
91977,35,2019,8
91977,35,2020,1
91977,36,2016,10
91977,36,2017,10
91977,36,2018,5
91977,36,2019,8
91977,36,2020,2
91977,37,2016,22
91977,37,2017,12
91977,37,2018,14
91977,37,2019,7
91977,37,2020,3
91977,38,2016,6
91977,38,2017,7
91977,38,2018,10
91977,38,2019,13
91977,38,2020,1
91977,39,2016,4
91977,39,2017,13
91977,39,2018,5
91977,39,2019,10
91977,39,2020,4
91977,40,2015,5
91977,40,2016,7
91977,40,2017,9
91977,40,2018,6
91977,40,2019,8
91977,40,2020,3
91977,41,2015,7
91977,41,2016,8
91977,41,2017,18
91977,41,2018,5
91977,41,2019,12
91977,41,2020,7
91977,42,2015,6
91977,42,2016,7
91977,42,2017,11
91977,42,2018,13
91977,42,2019,7
91977,42,2020,1
91977,43,2015,10
91977,43,2016,12
91977,43,2017,11
91977,43,2018,17
91977,43,2019,10
91977,43,2020,4
91977,44,2015,9
91977,44,2016,7
91977,44,2017,4
91977,44,2018,15
91977,44,2019,5
91977,45,2015,8
91977,45,2016,16
91977,45,2017,19
91977,45,2018,7
91977,45,2019,8
91977,46,2015,17
91977,46,2016,13
91977,46,2017,5
91977,46,2018,9
91977,46,2019,15
91977,46,2020,11
91977,47,2015,15
91977,47,2016,9
91977,47,2017,16
91977,47,2018,13
91977,47,2019,8
91977,47,2020,5
91977,48,2015,12
91977,48,2016,13
91977,48,2017,9
91977,48,2018,7
91977,48,2019,18
91977,48,2020,7
91977,49,2015,8
91977,49,2016,17
91977,49,2017,14
91977,49,2018,10
91977,49,2019,9
91977,49,2020,3
91977,50,2015,10
91977,50,2016,16
91977,50,2017,14
91977,50,2018,20
91977,50,2019,14
91977,51,2015,15
91977,51,2016,18
91977,51,2017,21
91977,51,2018,13
91977,51,2019,22
91977,52,2015,10
91977,52,2016,11
91977,52,2017,44
91977,52,2018,33
91977,52,2019,34
91977,53,2015,9
91977,53,2016,6
91978,1,2016,1
91978,1,2017,1
91978,1,2018,4
91978,1,2019,2
91978,1,2020,3
91978,2,2016,1
91978,2,2017,1
91978,2,2018,2
91978,2,2020,1
91978,3,2017,2
91978,3,2019,4
91978,3,2020,2
91978,4,2016,3
91978,4,2017,2
91978,4,2018,2
91978,4,2019,1
91978,4,2020,4
91978,5,2016,2
91978,5,2017,3
91978,5,2018,2
91978,5,2019,1
91978,5,2020,3
91978,6,2016,4
91978,6,2017,3
91978,6,2018,1
91978,6,2019,2
91978,6,2020,3
91978,7,2017,2
91978,7,2018,5
91978,7,2019,2
91978,7,2020,4
91978,8,2016,1
91978,8,2017,2
91978,8,2018,3
91978,8,2019,1
91978,8,2020,3
91978,9,2016,1
91978,9,2017,1
91978,9,2018,4
91978,9,2019,5
91978,9,2020,2
91978,10,2016,1
91978,10,2017,1
91978,10,2019,3
91978,10,2020,1
91978,11,2017,4
91978,11,2018,3
91978,11,2019,3
91978,12,2016,1
91978,12,2018,2
91978,12,2019,5
91978,12,2020,1
91978,13,2016,5
91978,13,2018,1
91978,13,2019,1
91978,13,2020,2
91978,14,2016,1
91978,14,2017,1
91978,14,2018,5
91978,14,2019,2
91978,15,2018,1
91978,15,2019,1
91978,16,2016,1
91978,16,2017,2
91978,16,2018,1
91978,16,2020,1
91978,17,2016,2
91978,17,2017,3
91978,17,2019,1
91978,18,2016,1
91978,18,2018,2
91978,19,2016,2
91978,19,2018,1
91978,20,2016,2
91978,20,2017,1
91978,20,2018,1
91978,21,2016,1
91978,21,2017,3
91978,21,2018,1
91978,21,2019,1
91978,22,2016,1
91978,22,2017,1
91978,22,2018,2
91978,22,2019,1
91978,23,2016,1
91978,23,2018,1
91978,24,2016,3
91978,24,2018,1
91978,24,2019,2
91978,25,2018,2
91978,26,2016,2
91978,26,2017,1
91978,26,2019,2
91978,27,2018,2
91978,27,2019,2
91978,28,2016,3
91978,28,2017,3
91978,28,2019,1
91978,29,2017,1
91978,29,2019,1
91978,30,2016,1
91978,31,2016,1
91978,31,2019,3
91978,32,2017,1
91978,33,2016,1
91978,33,2017,2
91978,33,2019,1
91978,34,2018,1
91978,35,2016,1
91978,35,2017,2
91978,35,2018,1
91978,35,2019,1
91978,36,2016,2
91978,36,2018,3
91978,36,2019,1
91978,37,2016,1
91978,37,2017,2
91978,37,2018,1
91978,37,2019,1
91978,38,2016,2
91978,38,2017,3
91978,38,2019,1
91978,39,2016,4
91978,39,2017,2
91978,40,2017,2
91978,40,2018,1
91978,40,2019,2
91978,41,2016,1
91978,41,2017,3
91978,41,2018,2
91978,41,2019,2
91978,42,2015,1
91978,42,2016,2
91978,42,2017,1
91978,42,2018,1
91978,43,2015,3
91978,43,2016,1
91978,43,2017,1
91978,43,2019,3
91978,44,2015,2
91978,44,2016,1
91978,44,2017,1
91978,44,2018,1
91978,44,2019,1
91978,44,2020,2
91978,45,2015,1
91978,45,2016,1
91978,45,2017,2
91978,45,2019,1
91978,45,2020,1
91978,46,2016,4
91978,46,2017,2
91978,46,2019,2
91978,47,2015,2
91978,47,2018,1
91978,47,2019,3
91978,48,2016,3
91978,48,2019,2
91978,48,2020,1
91978,49,2016,4
91978,49,2017,1
91978,49,2018,3
91978,49,2019,2
91978,50,2015,2
91978,50,2016,3
91978,50,2017,2
91978,50,2018,1
91978,50,2019,1
91978,51,2015,2
91978,51,2016,1
91978,51,2017,7
91978,51,2018,2
91978,51,2019,2
91978,52,2016,1
91978,52,2017,5
91978,52,2019,2
91978,53,2015,2
91978,53,2016,1
91979,3,2019,2
91979,9,2019,2
91979,9,2020,1
91979,10,2019,2
91979,11,2019,1
91979,15,2019,1
91979,16,2017,1
91979,49,2019,1
91980,1,2016,1
91980,3,2017,1
91980,5,2016,1
91980,6,2018,1
91980,7,2018,1
91980,10,2017,1
91980,10,2018,1
91980,10,2020,1
91980,11,2019,1
91980,12,2016,1
91980,12,2019,1
91980,29,2019,1
91980,31,2016,1
91980,35,2016,1
91980,38,2017,1
91980,43,2020,1
91980,44,2016,1
91980,45,2019,1
91980,46,2015,1
91980,46,2017,1
91980,49,2016,1
91980,50,2016,3
91980,52,2019,1
92003,2,2018,1
92003,4,2016,1
92003,6,2017,1
92003,7,2020,1
92003,8,2018,1
92003,9,2018,1
92003,10,2016,1
92003,11,2016,1
92003,12,2018,1
92003,12,2020,1
92003,14,2016,1
92003,15,2016,1
92003,17,2016,1
92003,18,2018,1
92003,20,2019,1
92003,22,2018,1
92003,29,2017,1
92003,31,2018,1
92003,37,2016,1
92003,41,2017,1
92003,44,2018,1
92003,47,2018,1
92003,47,2019,1
92003,48,2017,1
92003,49,2015,1
92003,50,2019,2
92003,52,2015,1
92004,5,2016,1
92004,10,2016,1
92004,13,2019,1
92004,15,2018,1
92004,17,2018,1
92004,20,2017,1
92004,20,2019,1
92004,23,2016,1
92004,39,2016,1
92004,41,2018,1
92004,43,2016,1
92004,44,2015,1
92004,45,2016,1
92004,51,2017,1
92004,52,2017,1
92007,1,2016,1
92007,1,2018,1
92007,2,2018,1
92007,3,2016,1
92007,3,2020,1
92007,4,2016,1
92007,4,2018,1
92007,4,2019,1
92007,4,2020,1
92007,5,2016,2
92007,5,2018,1
92007,6,2018,1
92007,6,2019,1
92007,7,2018,2
92007,7,2020,2
92007,9,2016,2
92007,9,2017,1
92007,9,2018,1
92007,9,2020,1
92007,10,2017,1
92007,10,2018,1
92007,10,2019,1
92007,11,2018,1
92007,11,2020,1
92007,12,2016,2
92007,12,2017,1
92007,12,2019,2
92007,15,2017,1
92007,17,2019,1
92007,20,2019,1
92007,22,2019,1
92007,24,2017,1
92007,25,2019,3
92007,32,2018,1
92007,34,2017,1
92007,36,2018,1
92007,38,2017,1
92007,38,2019,1
92007,41,2019,1
92007,42,2017,1
92007,42,2018,1
92007,42,2020,1
92007,43,2016,1
92007,43,2019,1
92007,44,2015,2
92007,45,2018,1
92007,46,2015,1
92007,46,2017,1
92007,46,2019,2
92007,47,2017,1
92007,49,2017,2
92007,49,2019,1
92007,50,2015,2
92007,50,2019,1
92007,51,2016,2
92007,51,2019,2
92007,52,2018,1
92008,1,2017,1
92008,1,2018,1
92008,1,2019,1
92008,1,2020,1
92008,2,2016,2
92008,2,2018,2
92008,2,2019,2
92008,3,2017,1
92008,3,2018,1
92008,3,2020,2
92008,4,2018,2
92008,4,2019,1
92008,4,2020,1
92008,5,2018,1
92008,5,2019,1
92008,5,2020,2
92008,6,2016,1
92008,6,2020,1
92008,7,2016,1
92008,7,2017,1
92008,7,2018,1
92008,7,2019,1
92008,7,2020,1
92008,8,2016,2
92008,8,2019,5
92008,8,2020,4
92008,9,2016,1
92008,9,2019,1
92008,9,2020,2
92008,10,2016,1
92008,10,2018,1
92008,10,2019,1
92008,11,2018,2
92008,11,2019,1
92008,12,2017,1
92008,12,2018,1
92008,12,2019,3
92008,12,2020,1
92008,13,2016,1
92008,13,2018,1
92008,13,2019,3
92008,14,2017,1
92008,14,2019,2
92008,14,2020,1
92008,15,2017,1
92008,15,2018,1
92008,15,2019,2
92008,16,2016,1
92008,16,2019,2
92008,17,2018,2
92008,18,2017,1
92008,18,2018,1
92008,19,2018,1
92008,20,2019,2
92008,21,2018,1
92008,25,2016,1
92008,25,2017,1
92008,26,2019,2
92008,27,2016,1
92008,27,2017,1
92008,28,2019,2
92008,30,2019,2
92008,31,2016,1
92008,31,2017,1
92008,32,2017,2
92008,32,2018,1
92008,32,2019,1
92008,33,2017,1
92008,33,2019,1
92008,33,2020,1
92008,34,2019,1
92008,35,2019,1
92008,36,2017,1
92008,36,2018,1
92008,37,2019,1
92008,38,2017,1
92008,38,2019,1
92008,38,2020,1
92008,40,2017,1
92008,41,2019,1
92008,42,2015,1
92008,43,2015,2
92008,44,2015,1
92008,44,2016,1
92008,45,2015,1
92008,45,2019,1
92008,46,2015,1
92008,46,2019,2
92008,47,2017,1
92008,47,2018,1
92008,48,2015,1
92008,48,2017,1
92008,48,2020,1
92008,50,2015,1
92008,50,2017,1
92008,50,2018,1
92008,50,2019,1
92008,51,2015,1
92008,51,2016,2
92008,51,2018,1
92008,52,2015,1
92008,52,2016,2
92008,52,2017,2
92008,52,2018,1
92008,52,2019,3
92008,53,2015,1
92008,53,2016,2
92009,1,2016,3
92009,1,2017,1
92009,1,2018,2
92009,1,2019,2
92009,2,2016,1
92009,2,2017,1
92009,2,2019,1
92009,2,2020,1
92009,3,2016,2
92009,3,2017,1
92009,3,2019,1
92009,4,2016,2
92009,4,2017,1
92009,4,2018,1
92009,4,2019,2
92009,4,2020,2
92009,5,2016,1
92009,5,2018,3
92009,5,2019,1
92009,5,2020,3
92009,6,2016,3
92009,6,2017,3
92009,6,2018,2
92009,6,2019,2
92009,6,2020,1
92009,7,2016,1
92009,7,2017,1
92009,7,2018,3
92009,7,2019,3
92009,7,2020,1
92009,8,2016,3
92009,8,2017,1
92009,8,2018,1
92009,8,2019,2
92009,8,2020,1
92009,9,2016,1
92009,9,2017,2
92009,9,2018,5
92009,9,2019,1
92009,10,2016,1
92009,10,2017,1
92009,10,2018,2
92009,10,2019,1
92009,10,2020,1
92009,11,2016,3
92009,11,2017,2
92009,11,2018,3
92009,11,2019,2
92009,12,2016,4
92009,12,2017,2
92009,12,2018,2
92009,12,2019,5
92009,12,2020,2
92009,13,2016,1
92009,13,2017,3
92009,13,2018,1
92009,13,2019,4
92009,13,2020,1
92009,14,2016,1
92009,14,2017,1
92009,14,2018,2
92009,14,2019,3
92009,14,2020,1
92009,15,2016,1
92009,15,2017,2
92009,15,2018,1
92009,15,2019,4
92009,16,2016,1
92009,16,2018,2
92009,16,2019,3
92009,16,2020,1
92009,17,2016,2
92009,17,2018,2
92009,17,2019,2
92009,18,2017,3
92009,19,2016,1
92009,19,2019,4
92009,20,2017,1
92009,20,2019,1
92009,21,2016,1
92009,22,2016,1
92009,22,2017,1
92009,22,2018,1
92009,22,2019,1
92009,23,2016,1
92009,23,2018,3
92009,24,2019,1
92009,25,2018,1
92009,25,2019,3
92009,26,2018,1
92009,26,2019,1
92009,26,2020,1
92009,27,2019,2
92009,28,2018,1
92009,30,2019,2
92009,31,2020,1
92009,32,2016,2
92009,32,2020,1
92009,33,2016,2
92009,33,2017,1
92009,33,2018,2
92009,33,2019,1
92009,34,2016,1
92009,34,2017,1
92009,34,2018,1
92009,34,2019,1
92009,35,2019,1
92009,36,2016,1
92009,36,2018,4
92009,36,2019,3
92009,37,2016,1
92009,37,2018,3
92009,37,2019,2
92009,38,2016,2
92009,38,2017,1
92009,38,2018,3
92009,38,2019,1
92009,39,2017,1
92009,39,2018,1
92009,39,2019,1
92009,40,2017,1
92009,40,2018,1
92009,40,2019,1
92009,41,2015,3
92009,41,2017,1
92009,41,2018,2
92009,41,2019,3
92009,42,2018,3
92009,42,2019,1
92009,42,2020,1
92009,43,2017,1
92009,43,2018,1
92009,44,2016,1
92009,44,2017,1
92009,44,2018,2
92009,44,2019,1
92009,45,2015,2
92009,45,2016,1
92009,45,2018,3
92009,45,2019,2
92009,46,2015,1
92009,46,2016,1
92009,46,2017,1
92009,46,2018,1
92009,46,2019,2
92009,46,2020,2
92009,47,2015,3
92009,47,2017,2
92009,47,2018,2
92009,47,2019,1
92009,48,2015,1
92009,48,2016,1
92009,48,2017,1
92009,48,2018,1
92009,48,2019,1
92009,49,2016,1
92009,49,2017,2
92009,49,2018,1
92009,49,2019,1
92009,49,2020,1
92009,50,2015,1
92009,50,2018,3
92009,50,2019,7
92009,51,2015,3
92009,51,2016,2
92009,51,2017,1
92009,51,2019,4
92009,52,2015,5
92009,52,2016,1
92009,52,2017,1
92009,52,2018,1
92009,52,2019,6
92009,53,2015,1
92009,53,2016,2
92010,1,2016,1
92010,1,2020,3
92010,2,2019,1
92010,3,2016,1
92010,3,2019,1
92010,3,2020,1
92010,4,2016,4
92010,4,2019,1
92010,4,2020,1
92010,5,2016,1
92010,5,2018,1
92010,5,2020,2
92010,6,2016,1
92010,6,2018,2
92010,7,2019,2
92010,7,2020,3
92010,8,2016,1
92010,8,2019,2
92010,9,2016,1
92010,9,2017,2
92010,9,2019,1
92010,10,2017,1
92010,10,2018,1
92010,10,2019,1
92010,11,2017,1
92010,11,2018,2
92010,11,2019,1
92010,12,2018,2
92010,12,2019,1
92010,12,2020,1
92010,13,2018,1
92010,14,2016,1
92010,14,2019,1
92010,15,2016,1
92010,15,2018,1
92010,15,2019,1
92010,16,2016,1
92010,16,2018,1
92010,16,2019,1
92010,17,2017,1
92010,17,2018,1
92010,19,2018,1
92010,19,2019,1
92010,20,2018,1
92010,20,2019,1
92010,21,2018,1
92010,21,2019,1
92010,22,2018,1
92010,22,2019,2
92010,23,2019,1
92010,24,2016,2
92010,24,2017,1
92010,26,2019,2
92010,28,2017,1
92010,31,2016,1
92010,31,2019,1
92010,32,2017,1
92010,32,2019,1
92010,33,2017,1
92010,34,2019,1
92010,35,2017,1
92010,35,2018,1
92010,36,2018,2
92010,36,2019,2
92010,38,2019,1
92010,41,2015,1
92010,41,2019,1
92010,42,2016,1
92010,43,2018,1
92010,44,2015,5
92010,44,2017,1
92010,44,2019,1
92010,45,2017,1
92010,45,2020,1
92010,46,2015,1
92010,46,2018,2
92010,47,2015,2
92010,47,2017,1
92010,47,2020,2
92010,49,2016,2
92010,49,2020,1
92010,50,2015,1
92010,50,2017,3
92010,50,2018,1
92010,50,2019,2
92010,51,2017,2
92010,51,2019,1
92010,52,2015,1
92010,52,2017,1
92010,52,2018,1
92010,53,2016,1
92011,1,2016,1
92011,1,2017,1
92011,1,2018,1
92011,1,2019,1
92011,2,2016,2
92011,2,2017,2
92011,2,2018,2
92011,2,2019,2
92011,2,2020,1
92011,3,2016,2
92011,3,2018,1
92011,3,2019,1
92011,4,2016,2
92011,4,2018,1
92011,4,2020,2
92011,5,2016,2
92011,5,2018,4
92011,5,2019,2
92011,5,2020,2
92011,6,2018,2
92011,6,2019,1
92011,7,2016,2
92011,7,2018,4
92011,7,2019,3
92011,7,2020,2
92011,8,2016,1
92011,8,2019,2
92011,8,2020,1
92011,9,2016,3
92011,9,2017,1
92011,9,2019,1
92011,9,2020,1
92011,10,2016,1
92011,11,2016,1
92011,11,2018,3
92011,11,2019,1
92011,12,2017,1
92011,12,2018,2
92011,12,2019,2
92011,13,2017,1
92011,14,2017,1
92011,14,2018,1
92011,14,2019,1
92011,15,2017,1
92011,15,2018,1
92011,16,2016,1
92011,16,2019,1
92011,17,2018,3
92011,17,2019,1
92011,18,2019,1
92011,19,2017,1
92011,19,2018,1
92011,19,2019,1
92011,20,2017,1
92011,20,2018,1
92011,20,2019,3
92011,21,2016,1
92011,21,2019,2
92011,22,2019,1
92011,23,2019,2
92011,24,2016,1
92011,24,2017,1
92011,24,2018,2
92011,24,2019,3
92011,26,2016,1
92011,26,2018,1
92011,26,2019,2
92011,27,2019,1
92011,28,2018,1
92011,28,2019,2
92011,30,2018,1
92011,31,2016,1
92011,31,2019,1
92011,32,2016,2
92011,32,2017,1
92011,32,2018,2
92011,34,2017,1
92011,35,2017,1
92011,35,2019,2
92011,37,2019,1
92011,38,2018,1
92011,38,2019,4
92011,39,2017,1
92011,39,2019,3
92011,40,2019,1
92011,41,2015,4
92011,41,2016,1
92011,41,2018,1
92011,41,2019,1
92011,41,2020,1
92011,42,2015,3
92011,42,2017,2
92011,42,2018,1
92011,42,2019,2
92011,42,2020,1
92011,43,2015,2
92011,43,2016,1
92011,43,2019,1
92011,44,2015,1
92011,44,2017,1
92011,44,2018,1
92011,45,2016,1
92011,45,2017,2
92011,45,2018,1
92011,45,2019,1
92011,46,2016,1
92011,47,2018,1
92011,48,2017,2
92011,48,2020,1
92011,49,2015,1
92011,49,2017,1
92011,49,2019,1
92011,50,2015,2
92011,50,2017,1
92011,50,2019,2
92011,51,2015,1
92011,51,2017,1
92011,51,2018,1
92011,51,2019,4
92011,52,2015,1
92011,52,2017,3
92011,52,2018,1
92011,52,2019,1
92011,53,2015,1
92014,1,2016,1
92014,1,2018,1
92014,2,2016,1
92014,2,2017,1
92014,2,2018,1
92014,3,2018,1
92014,4,2016,3
92014,4,2017,1
92014,4,2018,2
92014,5,2018,1
92014,6,2018,1
92014,7,2017,1
92014,8,2019,1
92014,8,2020,1
92014,9,2016,1
92014,9,2018,1
92014,10,2017,1
92014,10,2018,2
92014,10,2020,1
92014,11,2016,1
92014,11,2018,1
92014,11,2019,1
92014,11,2020,1
92014,12,2018,2
92014,13,2018,1
92014,14,2016,1
92014,14,2017,1
92014,15,2018,1
92014,15,2019,1
92014,16,2016,1
92014,17,2016,1
92014,18,2019,2
92014,20,2016,1
92014,20,2019,1
92014,21,2018,1
92014,22,2017,1
92014,23,2019,1
92014,25,2017,1
92014,26,2017,2
92014,26,2019,1
92014,27,2018,1
92014,27,2019,1
92014,30,2017,1
92014,30,2020,1
92014,31,2017,1
92014,31,2019,1
92014,33,2017,1
92014,36,2019,1
92014,37,2019,1
92014,38,2017,1
92014,38,2019,1
92014,38,2020,1
92014,39,2017,1
92014,40,2017,1
92014,41,2015,2
92014,41,2020,1
92014,43,2018,1
92014,43,2019,1
92014,43,2020,1
92014,45,2016,1
92014,46,2015,1
92014,47,2015,1
92014,47,2019,1
92014,47,2020,1
92014,49,2016,1
92014,49,2017,2
92014,49,2019,3
92014,50,2015,1
92014,50,2017,1
92014,50,2019,1
92014,51,2015,1
92014,51,2019,1
92014,52,2018,1
92014,52,2019,1
92014,53,2016,1
92018,13,2017,1
92018,46,2018,1
92019,1,2016,5
92019,1,2017,8
92019,1,2018,8
92019,1,2019,11
92019,1,2020,16
92019,2,2016,5
92019,2,2017,12
92019,2,2018,7
92019,2,2019,2
92019,2,2020,14
92019,3,2016,1
92019,3,2017,13
92019,3,2018,9
92019,3,2019,10
92019,3,2020,10
92019,4,2016,10
92019,4,2017,12
92019,4,2018,7
92019,4,2019,8
92019,4,2020,19
92019,5,2016,17
92019,5,2017,12
92019,5,2018,5
92019,5,2019,11
92019,5,2020,16
92019,6,2016,8
92019,6,2017,18
92019,6,2018,11
92019,6,2019,7
92019,6,2020,15
92019,7,2016,12
92019,7,2017,10
92019,7,2018,8
92019,7,2019,8
92019,7,2020,12
92019,8,2016,15
92019,8,2017,6
92019,8,2018,12
92019,8,2019,9
92019,8,2020,18
92019,9,2016,12
92019,9,2017,9
92019,9,2018,2
92019,9,2019,5
92019,9,2020,6
92019,10,2016,6
92019,10,2017,12
92019,10,2018,8
92019,10,2019,2
92019,10,2020,13
92019,11,2016,10
92019,11,2017,11
92019,11,2018,4
92019,11,2019,4
92019,11,2020,10
92019,12,2016,5
92019,12,2017,10
92019,12,2018,7
92019,12,2019,11
92019,12,2020,5
92019,13,2016,10
92019,13,2017,10
92019,13,2018,6
92019,13,2019,5
92019,13,2020,1
92019,14,2016,6
92019,14,2017,8
92019,14,2018,6
92019,14,2019,7
92019,14,2020,1
92019,15,2016,6
92019,15,2017,8
92019,15,2018,5
92019,15,2019,4
92019,15,2020,3
92019,16,2016,4
92019,16,2017,10
92019,16,2018,5
92019,16,2019,2
92019,17,2016,8
92019,17,2017,7
92019,17,2018,4
92019,17,2019,2
92019,17,2020,2
92019,18,2016,5
92019,18,2017,5
92019,18,2018,6
92019,18,2019,5
92019,19,2016,3
92019,19,2017,7
92019,19,2018,3
92019,19,2019,4
92019,19,2020,1
92019,20,2016,8
92019,20,2017,5
92019,20,2018,6
92019,20,2019,5
92019,21,2016,4
92019,21,2017,8
92019,21,2018,4
92019,21,2019,3
92019,22,2016,1
92019,22,2017,7
92019,22,2018,4
92019,22,2019,2
92019,23,2016,6
92019,23,2017,5
92019,23,2018,3
92019,23,2019,2
92019,23,2020,1
92019,24,2016,3
92019,24,2017,5
92019,24,2018,5
92019,24,2019,5
92019,25,2016,3
92019,25,2017,4
92019,25,2018,2
92019,25,2020,1
92019,26,2016,2
92019,26,2017,4
92019,26,2018,3
92019,27,2016,7
92019,27,2017,4
92019,27,2018,1
92019,27,2019,3
92019,27,2020,1
92019,28,2016,5
92019,28,2017,1
92019,28,2018,4
92019,28,2019,4
92019,28,2020,2
92019,29,2016,2
92019,29,2017,5
92019,29,2018,1
92019,29,2019,2
92019,29,2020,1
92019,30,2016,4
92019,30,2017,1
92019,30,2018,3
92019,30,2019,1
92019,31,2016,2
92019,31,2017,1
92019,31,2018,2
92019,31,2019,6
92019,31,2020,1
92019,32,2016,2
92019,32,2017,3
92019,32,2018,4
92019,32,2020,3
92019,33,2017,5
92019,33,2019,3
92019,33,2020,1
92019,34,2016,4
92019,34,2017,4
92019,34,2020,1
92019,35,2016,4
92019,35,2017,2
92019,35,2018,2
92019,35,2019,1
92019,35,2020,2
92019,36,2016,3
92019,36,2017,6
92019,36,2018,5
92019,36,2019,2
92019,36,2020,2
92019,37,2016,5
92019,37,2017,5
92019,37,2018,12
92019,37,2019,4
92019,37,2020,1
92019,38,2016,6
92019,38,2017,10
92019,38,2018,3
92019,38,2019,7
92019,39,2016,5
92019,39,2017,4
92019,39,2018,9
92019,39,2019,5
92019,39,2020,1
92019,40,2015,2
92019,40,2016,2
92019,40,2017,6
92019,40,2018,8
92019,40,2019,10
92019,40,2020,2
92019,41,2015,2
92019,41,2016,6
92019,41,2017,2
92019,41,2018,5
92019,41,2019,2
92019,41,2020,3
92019,42,2015,6
92019,42,2016,6
92019,42,2017,6
92019,42,2018,3
92019,42,2019,6
92019,42,2020,3
92019,43,2015,4
92019,43,2016,2
92019,43,2017,6
92019,43,2018,3
92019,43,2019,6
92019,43,2020,2
92019,44,2015,3
92019,44,2016,5
92019,44,2017,6
92019,44,2018,5
92019,44,2019,8
92019,44,2020,1
92019,45,2015,6
92019,45,2016,5
92019,45,2017,3
92019,45,2018,3
92019,45,2019,5
92019,46,2015,7
92019,46,2016,2
92019,46,2017,5
92019,46,2018,4
92019,46,2019,3
92019,47,2015,3
92019,47,2016,8
92019,47,2017,5
92019,47,2018,2
92019,47,2019,6
92019,47,2020,2
92019,48,2015,5
92019,48,2016,7
92019,48,2017,7
92019,48,2018,3
92019,48,2019,3
92019,49,2015,2
92019,49,2016,7
92019,49,2017,13
92019,49,2018,7
92019,49,2019,7
92019,49,2020,1
92019,50,2015,4
92019,50,2016,6
92019,50,2017,12
92019,50,2018,8
92019,50,2019,7
92019,51,2015,4
92019,51,2016,8
92019,51,2017,13
92019,51,2018,10
92019,51,2019,3
92019,52,2015,9
92019,52,2016,10
92019,52,2017,14
92019,52,2018,10
92019,52,2019,11
92019,53,2015,4
92019,53,2016,5
92020,1,2016,14
92020,1,2017,12
92020,1,2018,18
92020,1,2019,18
92020,1,2020,21
92020,2,2016,9
92020,2,2017,8
92020,2,2018,12
92020,2,2019,17
92020,2,2020,33
92020,3,2016,9
92020,3,2017,17
92020,3,2018,9
92020,3,2019,14
92020,3,2020,31
92020,4,2016,14
92020,4,2017,11
92020,4,2018,20
92020,4,2019,14
92020,4,2020,26
92020,5,2016,9
92020,5,2017,18
92020,5,2018,17
92020,5,2019,22
92020,5,2020,29
92020,6,2016,26
92020,6,2017,27
92020,6,2018,27
92020,6,2019,20
92020,6,2020,31
92020,7,2016,25
92020,7,2017,16
92020,7,2018,28
92020,7,2019,14
92020,7,2020,28
92020,8,2016,18
92020,8,2017,19
92020,8,2018,24
92020,8,2019,21
92020,8,2020,32
92020,9,2016,18
92020,9,2017,18
92020,9,2018,16
92020,9,2019,17
92020,9,2020,29
92020,10,2016,30
92020,10,2017,17
92020,10,2018,13
92020,10,2019,15
92020,10,2020,19
92020,11,2016,22
92020,11,2017,18
92020,11,2018,11
92020,11,2019,17
92020,11,2020,22
92020,12,2016,16
92020,12,2017,22
92020,12,2018,11
92020,12,2019,14
92020,12,2020,18
92020,13,2016,5
92020,13,2017,21
92020,13,2018,10
92020,13,2019,15
92020,13,2020,9
92020,14,2016,10
92020,14,2017,16
92020,14,2018,7
92020,14,2019,10
92020,14,2020,3
92020,15,2016,17
92020,15,2017,5
92020,15,2018,9
92020,15,2019,9
92020,16,2016,13
92020,16,2017,21
92020,16,2018,6
92020,16,2019,3
92020,16,2020,3
92020,17,2016,7
92020,17,2017,13
92020,17,2018,6
92020,17,2019,15
92020,17,2020,1
92020,18,2016,15
92020,18,2017,10
92020,18,2018,9
92020,18,2019,10
92020,18,2020,3
92020,19,2016,17
92020,19,2017,17
92020,19,2018,7
92020,19,2019,14
92020,19,2020,1
92020,20,2016,14
92020,20,2017,19
92020,20,2018,12
92020,20,2019,10
92020,21,2016,5
92020,21,2017,10
92020,21,2018,3
92020,21,2019,7
92020,22,2016,10
92020,22,2017,12
92020,22,2018,9
92020,22,2019,11
92020,22,2020,1
92020,23,2016,7
92020,23,2017,10
92020,23,2018,7
92020,23,2019,5
92020,23,2020,2
92020,24,2016,9
92020,24,2017,10
92020,24,2018,4
92020,24,2019,8
92020,24,2020,2
92020,25,2016,7
92020,25,2017,5
92020,25,2018,4
92020,25,2019,6
92020,26,2016,9
92020,26,2017,8
92020,26,2018,3
92020,26,2019,7
92020,26,2020,3
92020,27,2016,11
92020,27,2017,10
92020,27,2018,9
